national_team,official_squad_player_name,date_of_birth,official_club,candidate_transfermarkt_player_id,transfermarkt_name,match_evidence,review_status,reviewer,reviewed_at,notes
Mexico,GIMENEZ Santiago,,AC Milan (ITA),552955.0,Santiago Gimenez,Accepted: unique exact normalized/reversed name and matching nationality; club similarity=48.484848484848484.,accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
Mexico,ACEVEDO Carlos,,Club Santos Laguna (MEX),356042.0,Carlos Acevedo,Accepted: unique exact normalized/reversed name and matching nationality; club similarity=76.59574468085107.,accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
Mexico,OCHOA Guillermo,,AEL Limassol (CYP),29559.0,Guillermo Ochoa,Accepted: unique exact normalized/reversed name and matching nationality; club similarity=0.,accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
Mexico,GONZALEZ Armando,,CD Guadalajara (MEX),837619.0,Armando González,Accepted: unique exact normalized/reversed name and matching nationality; club similarity=54.90196078431373.,accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
Mexico,REYES Israel,,Club América (MEX),687558.0,Israel Reyes,Accepted: unique exact normalized/reversed name and matching nationality; club similarity=53.333333333333336.,accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
Mexico,QUINONES Julian,,Al Qadsiah FC (KSA),416090.0,Julián Quiñones,Accepted: unique exact normalized/reversed name and matching nationality; club similarity=55.81395348837209.,accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
Mexico,PINEDA Orbelin,,AEK Athens (GRE),334042.0,Orbelín Pineda,Accepted: unique exact normalized/reversed name and matching nationality; club similarity=31.818181818181824.,accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
Mexico,VARGAS Obed,,Atlético De Madrid (ESP),889435.0,Obed Vargas,Accepted: unique exact normalized/reversed name and matching nationality; club similarity=76.59574468085107.,accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
Mexico,MORA Gilberto,,Club Tijuana (MEX),1155723.0,Gilberto Mora,Accepted: unique exact normalized/reversed name and matching nationality; club similarity=46.15384615384615.,accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
Mexico,CHAVEZ Mateo,,AZ Alkmaar (NED),1066953.0,Mateo Chávez,Accepted: unique exact normalized/reversed name and matching nationality; club similarity=64.28571428571428.,accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
Mexico,HUERTA Cesar,,RSC Anderlecht (BEL),540315.0,César Huerta,Accepted: unique exact normalized/reversed name and matching nationality; club similarity=59.09090909090908.,accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
Mexico,MARTINEZ Guillermo,,Pumas UNAM (MEX),347932.0,Guillermo Martínez,Accepted: unique exact normalized/reversed name and matching nationality; club similarity=30.76923076923077.,accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
Mexico,GALLARDO Jesus,,Deportivo Toluca FC (MEX),344854.0,Jesús Gallardo,Accepted: unique exact normalized/reversed name and matching nationality; club similarity=62.06896551724138.,accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
Mexico,CHAVEZ Luis,,FC Dynamo Moscow (RUS),331059.0,Luis Chávez,Accepted: unique exact normalized/reversed name and matching nationality; club similarity=68.75.,accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
Mexico,ALVARADO Roberto,,CD Guadalajara (MEX),353583.0,Roberto Alvarado,Accepted: unique exact normalized/reversed name and matching nationality; club similarity=54.90196078431373.,accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
Mexico,GUTIERREZ Brian,,CD Guadalajara (MEX),724443.0,Brian Gutiérrez,Accepted: unique exact normalized/reversed name and matching nationality; club similarity=54.90196078431373.,accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
South Africa,ZWANE Themba,1989-08-03,Mamelodi Sundowns FC (RSA),176578.0,Themba Zwane,"Transfermarkt confirms Themba Zwane, born 1989-08-03, South Africa/Mamelodi Sundowns; player ID 176578.",accepted,ChatGPT web-verified identity review,2026-06-15,Identity verified using FIFA squad data and Transfermarkt profile evidence.
South Africa,MASEKO Thapelo,2003-11-11,AEL Limassol (CYP),983330.0,Thapelo Maseko,"Transfermarkt confirms Thapelo Maseko, born 2003-11-11, South Africa/AEL Limassol; player ID 983330.",accepted,ChatGPT web-verified identity review,2026-06-15,Identity verified using FIFA squad data and Transfermarkt profile evidence.
South Africa,SITHOLE Sphephelo,1999-03-03,CD Tondela (POR),401736.0,Yaya Sithole,"Transfermarkt confirms Yaya Sithole's full name is Sphephelo Sithole, born 1999-03-03, South Africa/CD Tondela; player ID 401736.",accepted,ChatGPT web-verified identity review,2026-06-15,Identity verified using FIFA squad data and Transfermarkt profile evidence.
South Africa,OKON Ime,2004-02-20,Hannover 96 (GER),1107265.0,Ime Okon,"Transfermarkt confirms Ime Okon, born 2004-02-20, South Africa/Hannover 96; player ID 1107265.",accepted,ChatGPT web-verified identity review,2026-06-15,Identity verified using FIFA squad data and Transfermarkt profile evidence.
South Africa,CROSS Bradley,2001-01-30,Kaizer Chiefs FC (RSA),555209.0,Bradley Cross,"Transfermarkt confirms Bradley Cross, born 2001-01-30, South Africa/Kaizer Chiefs; player ID 555209.",accepted,ChatGPT web-verified identity review,2026-06-15,Identity verified using FIFA squad data and Transfermarkt profile evidence.
South Korea,KIM Seunggyu,1990-09-30,FC Tokyo (JPN),92076.0,Seung-gyu Kim,"Accepted: high-confidence local match with name_score=96.0, club_score=51.85185185185186, dob_match=True, margin=123.8, and matching nationality.",accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
South Korea,LEE Hanbeom,2002-06-17,FC Midtjylland (DEN),706963.0,Han-beom Lee,"Accepted: high-confidence local match with name_score=95.65217391304348, club_score=68.42105263157895, dob_match=True, margin=125.9, and matching nationality.",accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
South Korea,LEE Gihyuk,2000-07-07,Gangwon FC (KOR),763349.0,Gi-hyuk Lee,"Accepted: high-confidence local match with name_score=95.23809523809523, club_score=58.06451612903225, dob_match=True, margin=123.9, and matching nationality.",accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
South Korea,KIM Minjae,1996-11-15,FC Bayern München (GER),503482.0,Min-jae Kim,"Accepted: high-confidence local match with name_score=95.23809523809523, club_score=100.0, dob_match=True, margin=43.2, and matching nationality.",accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
South Korea,KIM Taehyeon,2000-09-17,Kashima Antlers (JPN),645847.0,Tae-hyeon Kim,"Accepted: high-confidence local match with name_score=96.0, club_score=90.9090909090909, dob_match=True, margin=29.6, and matching nationality.",accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
South Korea,HWANG Inbeom,1996-09-20,Feyenoord Rotterdam (NED),365394.0,In-beom Hwang,"Accepted: high-confidence local match with name_score=96.0, club_score=100.0, dob_match=True, margin=131.0, and matching nationality.",accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
South Korea,SON Heungmin,1992-07-08,LAFC (USA),91845.0,Heung-min Son,"Accepted: high-confidence local match with name_score=96.0, club_score=13.793103448275868, dob_match=True, margin=22.6, and matching nationality.",accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
South Korea,PAIK Seungho,1997-03-17,Birmingham City FC (ENG),282689.0,Seung-ho Paik,"Accepted: high-confidence local match with name_score=96.0, club_score=0, dob_match=True, margin=23.4, and matching nationality.",accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
South Korea,CHO Guesung,1998-01-25,FC Midtjylland (DEN),652537.0,Gue-sung Cho,"Accepted: high-confidence local match with name_score=95.65217391304348, club_score=68.42105263157895, dob_match=True, margin=125.9, and matching nationality.",accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
South Korea,LEE Jaesung,1992-08-10,1. FSV Mainz 05 (GER),314398.0,Jae-sung Lee,"Accepted: high-confidence local match with name_score=95.65217391304348, club_score=50.0, dob_match=True, margin=123.2, and matching nationality.",accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
South Korea,HWANG Heechan,1996-01-26,Wolverhampton Wanderers FC (ENG),292246.0,Hee-chan Hwang,"Accepted: high-confidence local match with name_score=96.2962962962963, club_score=79.36507936507937, dob_match=True, margin=128.2, and matching nationality.",accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
South Korea,SONG Bumkeun,1997-10-15,Jeonbuk Hyundai Motors FC (KOR),508237.0,Bum-keun Song,"Accepted: high-confidence local match with name_score=96.0, club_score=93.61702127659575, dob_match=True, margin=130.0, and matching nationality.",accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
South Korea,LEE Taeseok,2002-07-28,FK Austria Wien (AUT),639027.0,Tae-seok Lee,"Accepted: high-confidence local match with name_score=95.65217391304348, club_score=71.7948717948718, dob_match=True, margin=126.4, and matching nationality.",accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
South Korea,CHO Wije,2001-08-25,Jeonbuk Hyundai Motors FC (KOR),550978.0,Wi-je Cho,"Accepted: high-confidence local match with name_score=94.11764705882352, club_score=93.61702127659575, dob_match=True, margin=128.2, and matching nationality.",accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
South Korea,KIM Moonhwan,1995-08-01,Daejeon Hana Citizen FC (KOR),524592.0,Moon-hwan Kim,"Accepted: high-confidence local match with name_score=96.0, club_score=35.29411764705882, dob_match=True, margin=121.3, and matching nationality.",accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
South Korea,PARK Jinseob,1995-10-23,Zhejiang FC (CHN),557469.0,Jin-seob Park,"Accepted: high-confidence local match with name_score=96.0, club_score=0, dob_match=True, margin=26.1, and matching nationality.",accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
South Korea,BAE Junho,2003-08-21,Stoke City FC (ENG),912081.0,Jun-ho Bae,"Accepted: high-confidence local match with name_score=94.73684210526316, club_score=86.95652173913044, dob_match=True, margin=127.8, and matching nationality.",accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
South Korea,OH Hyeongyu,2001-04-12,Beşiktaş JK (TUR),639246.0,Hyeon-gyu Oh,"Accepted: high-confidence local match with name_score=95.65217391304348, club_score=61.111111111111114, dob_match=True, margin=38.6, and matching nationality.",accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
South Korea,LEE Kangin,2001-02-19,Paris Saint-Germain (FRA),557149.0,Kang-in Lee,"Accepted: high-confidence local match with name_score=95.23809523809523, club_score=73.07692307692308, dob_match=True, margin=126.2, and matching nationality.",accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
South Korea,YANG Hyunjun,2002-05-25,Celtic FC (SCO),853110.0,Hyun-jun Yang,"Accepted: high-confidence local match with name_score=96.0, club_score=48.484848484848484, dob_match=True, margin=123.3, and matching nationality.",accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
South Korea,JO Hyeonwoo,1991-09-25,Ulsan HD (KOR),260171.0,Hyeon-woo Jo,"Accepted: high-confidence local match with name_score=95.65217391304348, club_score=45.714285714285715, dob_match=True, margin=122.5, and matching nationality.",accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
South Korea,SEOL Youngwoo,1998-12-05,FK Crvena Zvezda (SRB),639414.0,Young-woo Seol,"Accepted: high-confidence local match with name_score=96.2962962962963, club_score=61.53846153846154, dob_match=True, margin=125.5, and matching nationality.",accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
South Korea,KIM Jingyu,1997-02-24,Jeonbuk Hyundai Motors FC (KOR),365377.0,Jin-gyu Kim,"Accepted: high-confidence local match with name_score=95.23809523809523, club_score=93.61702127659575, dob_match=True, margin=38.6, and matching nationality.",accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
South Korea,EOM Jisung,2002-05-09,Swansea City AFC (WAL),706968.0,Ji-sung Eom,"Accepted: high-confidence local match with name_score=95.23809523809523, club_score=85.71428571428572, dob_match=True, margin=128.1, and matching nationality.",accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
South Korea,LEE Donggyeong,1997-09-20,Ulsan HD (KOR),558086.0,Dong-gyeong Lee,"Accepted: high-confidence local match with name_score=96.55172413793103, club_score=45.714285714285715, dob_match=True, margin=123.4, and matching nationality.",accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
Bosnia and Herzegovina,JURKAS Mladen,2007-10-07,,952692.0,Mladen Jurkas,"Transfermarkt profile confirms Mladen Jurkas, born 2007-10-07, Bosnia-Herzegovina goalkeeper; local ID 952692.",accepted,ChatGPT web-verified identity review,2026-06-15,Identity verified using FIFA squad data and Transfermarkt profile evidence. Any source discrepancy is documented rather than silently corrected.
Canada,JONES Ale,1997-10-07,Middlesbrough FC (ENG),340990.0,Alfie Jones,"Accepted: high-confidence local match with name_score=90.0, club_score=100.0, dob_match=True, margin=125.0, and matching nationality.",accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
Canada,AHMED Ali,2000-10-10,Norwich City FC (ENG),995642.0,Ali Ahmed,"Transfermarkt profile confirms Ali Ahmed, born 2000-10-10, Canada/Norwich City; local ID 995642.",accepted,ChatGPT web-verified identity review,2026-06-15,Identity verified using FIFA squad data and Transfermarkt profile evidence. Any source discrepancy is documented rather than silently corrected.
Canada,SALIBA Nathan,2004-02-07,RSC Anderlecht (BEL),842420.0,Nathan-Dylan Saliba,"Transfermarkt profile confirms Nathan-Dylan Saliba, born 2004-02-07, Canada/RSC Anderlecht; local ID 842420.",accepted,ChatGPT web-verified identity review,2026-06-15,Identity verified using FIFA squad data and matching Transfermarkt profile evidence.
Qatar,ABDULAZIZ HATEM,1990-01-01,,113915.0,Abdulaziz Hatim,"Transfermarkt profile confirms Abdulaziz Hatim, Qatar midfielder; local ID 113915. FIFA squad DOB differs from Transfermarkt and is retained as a documented source discrepancy.",accepted,ChatGPT web-verified identity review,2026-06-15,Identity verified using FIFA squad data and Transfermarkt profile evidence. Any source discrepancy is documented rather than silently corrected.
Qatar,HASSAN ALHAYDOS,1990-12-11,,86286.0,Hasan Al-Haydos,"Accepted: high-confidence local match with name_score=93.33333333333333, club_score=0, dob_match=True, margin=113.3, and matching nationality.",accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
Qatar,AYOUB ALOUI,2005-03-11,,1054631.0,Ayoub Al-Oui,"Accepted: high-confidence local match with name_score=95.65217391304348, club_score=0, dob_match=True, margin=115.7, and matching nationality.",accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
Qatar,HOMAM AHMED,1999-08-25,,556713.0,Homam Al-Amin,"Transfermarkt profile confirms Homam Al-Amin Mohamed Ahmed, born 1999-08-25, Qatar; local ID 556713.",accepted,ChatGPT web-verified identity review,2026-06-15,Identity verified using official FIFA squad data plus official club or Transfermarkt profile evidence. Any noted DOB discrepancy remains documented rather than silently corrected.
Qatar,AHMED ALGANEHI,2000-09-22,,670659.0,Ahmed Al-Ganehi,"Accepted: high-confidence local match with name_score=96.55172413793103, club_score=0, dob_match=True, margin=116.6, and matching nationality.",accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
Qatar,SULTAN ALBRAKE,1996-04-07,,336665.0,Sultan Al-Brake,"Accepted: high-confidence local match with name_score=96.55172413793103, club_score=0, dob_match=True, margin=116.6, and matching nationality.",accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
Qatar,AHMED FATHY,1993-01-25,,251183.0,Ahmed Fathi,"Accepted: high-confidence local match with name_score=90.9090909090909, club_score=0, dob_match=True, margin=110.9, and matching nationality.",accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
Qatar,TAHSIN MOHAMMED,2006-06-16,,1143849.0,Tahsin Mohammed Jamshid,"Official FIFA squad DOB and local Transfermarkt identity match Tahsin Mohammed Jamshid, born 2006-06-16, Qatar; local ID 1143849.",accepted,ChatGPT web-verified identity review,2026-06-15,Identity verified using official FIFA squad data plus official club or Transfermarkt profile evidence. Any noted DOB discrepancy remains documented rather than silently corrected.
Qatar,ALHASHMI ALHUSSEIN,2003-08-15,,943150.0,Al-Hashmi Al-Hussain,"Accepted: high-confidence local match with name_score=89.47368421052632, club_score=0, dob_match=True, margin=109.5, and matching nationality.",accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
Qatar,MOHAMED MANAI,2002-10-25,,822935.0,Mohamed Al-Mannai,"Transfermarkt profile confirms Mohamed Naceur Manai, born 2002-10-25, Qatar; local ID 822935.",accepted,ChatGPT web-verified identity review,2026-06-15,Identity verified using FIFA squad data and matching Transfermarkt profile evidence.
Switzerland,COEMERT Eray,1998-02-04,Valencia CF (ESP),298583.0,Eray Cömert,"Accepted: high-confidence local match with name_score=95.65217391304348, club_score=55.00000000000001, dob_match=True, margin=123.9, and matching nationality.",accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
Brazil,EDERSON SILVA,1999-07-07,Atalanta Bergamo (ITA),607854.0,Éderson,"Official Atalanta profile confirms Éderson, born 1999-07-07, Brazilian midfielder; local Transfermarkt ID 607854 matches.",accepted,ChatGPT web-verified identity review,2026-06-15,Identity verified using official FIFA squad data plus official club or Transfermarkt profile evidence. Any noted DOB discrepancy remains documented rather than silently corrected.
Brazil,GABRIEL MAGALHAES,1997-12-19,Arsenal FC (ENG),435338.0,Gabriel,"Official Arsenal profile confirms Gabriel Magalhães, born 1997-12-19, Brazilian defender; local Transfermarkt ID 435338 matches.",accepted,ChatGPT web-verified identity review,2026-06-15,Identity verified using official FIFA squad data plus official club or Transfermarkt profile evidence. Any noted DOB discrepancy remains documented rather than silently corrected.
Brazil,NEYMAR JR,1992-02-05,Santos FC (BRA),68290.0,Neymar,"Official FIFA squad identity and local Transfermarkt record match Neymar, born 1992-02-05, Brazil/Santos.",accepted,ChatGPT web-verified identity review,2026-06-15,Identity verified using official FIFA squad data plus official club or Transfermarkt profile evidence. Any noted DOB discrepancy remains documented rather than silently corrected.
Brazil,DANILO SANTOS,2001-04-29,Botafogo (BRA),808509.0,Danilo,"Transfermarkt profile confirms Danilo dos Santos de Oliveira, born 2001-04-29, Brazil/Botafogo; local ID 808509.",accepted,ChatGPT web-verified identity review,2026-06-15,Identity verified using official FIFA squad data plus official club or Transfermarkt profile evidence. Any noted DOB discrepancy remains documented rather than silently corrected.
Haiti,THERMONCY Keeto,2006-03-29,BSC Young Boys (SUI),1061046,Keeto Thermoncy,"Transfermarkt profile confirms Keeto Thermoncy, born 2006-03-29, Haiti/BSC Young Boys U21; player ID 1061046.",accepted,ChatGPT web-verified identity review,2026-06-15,Identity verified using FIFA squad data and current Transfermarkt profile evidence. The web ID may be newer than the local Transfermarkt snapshot; Codex should revalidate local availability.
Haiti,ADE Ricardo,1990-05-21,LDU Quito (ECU),278145,Ricardo Adé,"Transfermarkt profile confirms Ricardo Adé, born 1990-05-21, Haiti/LDU Quito; player ID 278145.",accepted,ChatGPT web-verified identity review,2026-06-15,Identity verified using FIFA squad data and current Transfermarkt profile evidence. The web ID may be newer than the local Transfermarkt snapshot; Codex should revalidate local availability.
Haiti,SAINTE Carl,2002-08-09,El Paso Locomotive FC (USA),718244,Carl Sainté,"Transfermarkt profile confirms Carl Sainté, born 2002-08-09, Haiti/El Paso Locomotive; player ID 718244.",accepted,ChatGPT web-verified identity review,2026-06-15,Identity verified using FIFA squad data and current Transfermarkt profile evidence. The web ID may be newer than the local Transfermarkt snapshot; Codex should revalidate local availability.
Haiti,ETIENNE Derrick,1996-11-25,Toronto FC (CAN),354763.0,Derrick Etienne Jr.,"Accepted: high-confidence local match with name_score=90.9090909090909, club_score=100.0, dob_match=True, margin=125.9, and matching nationality.",accepted,ChatGPT deterministic local-data review,2026-06-15,"Accepted only when local Transfermarkt data produced a unique or strict high-confidence match using name, nationality, DOB, and/or club evidence."
Haiti,EXPERIENCE Martin,1999-03-09,AS Nancy (FRA),804885,Martin Expérience,"Transfermarkt profile confirms Martin Expérience, born 1999-03-09, Haiti/AS Nancy; player ID 804885.",accepted,ChatGPT web-verified identity review,2026-06-15,Identity verified using FIFA squad data and current Transfermarkt profile evidence. The web ID may be newer than the local Transfermarkt snapshot; Codex should revalidate local availability.
